gene 	 KO 	 Evalue
k141_922_length_4631_cov_11.0000_3	K00001	1.1e-34
k141_7527_length_10952_cov_13.0000_5	K00001	4.8e-33
k141_4037_length_1267_cov_11.0000_1	K00001	1.1e-15
k141_5075_length_11703_cov_12.0000_4	K00001	8.1e-06
k141_1144_length_2305_cov_9.0000_1	K00002	9e-52
k141_9605_length_4208_cov_9.0000_5	K00003	6.4e-158
k141_8858_length_2946_cov_8.0000_1	K00003	3e-06
k141_5075_length_11703_cov_12.0000_4	K00004	2e-07
k141_9272_length_14436_cov_14.0000_7	K00004	2.8e-07
k141_7715_length_4244_cov_8.0000_1	K00004	2.6e-06
k141_922_length_4631_cov_11.0000_3	K00005	3.3e-21
k141_7527_length_10952_cov_13.0000_5	K00005	1.3e-17
k141_10749_length_7330_cov_13.0000_2	K00005	1.7e-12
k141_4037_length_1267_cov_11.0000_1	K00005	3.4e-12
k141_5075_length_11703_cov_12.0000_4	K00008	1.8e-07
k141_9272_length_14436_cov_14.0000_7	K00008	3.2e-07
k141_11178_length_2672_cov_5.0000_2	K00012	1.7e-109
k141_7715_length_4244_cov_8.0000_1	K00012	6.2e-09
k141_5075_length_11703_cov_12.0000_4	K00012	7.5e-08
k141_10679_length_10929_cov_14.1306_10	K00013	1.2e-184
k141_10749_length_7330_cov_13.0000_6	K00014	3.2e-72
k141_9272_length_14436_cov_14.0000_7	K00014	2.2e-12
k141_7715_length_4244_cov_8.0000_1	K00014	8.8e-08
k141_3255_length_5742_cov_16.0000_3	K00014	1.5e-07
k141_8251_length_11726_cov_14.0000_13	K00014	5.9e-06
k141_2004_length_9425_cov_10.0000_6	K00015	2e-111
k141_11713_length_9070_cov_16.0000_5	K00015	3.6e-94
k141_2750_length_7151_cov_10.0000_3	K00015	3.5e-08
k141_4281_length_5410_cov_10.0000_3	K00015	8.7e-06
k141_8851_length_14213_cov_11.0000_1	K00016	2.4e-104
k141_11713_length_9070_cov_16.0000_5	K00018	2.8e-109
k141_2004_length_9425_cov_10.0000_6	K00018	4.3e-81
k141_4281_length_5410_cov_10.0000_3	K00018	1.2e-06
k141_2750_length_7151_cov_10.0000_3	K00018	1.5e-06
k141_9746_length_14231_cov_15.0000_6	K00019	9.2e-65
k141_786_length_1291_cov_12.0000_2	K00019	4.7e-59
k141_3913_length_17122_cov_13.0000_6	K00019	1.6e-55
k141_2750_length_7151_cov_10.0000_3	K00020	5.7e-13
k141_5802_length_1749_cov_11.0000_1	K00020	6.1e-10
k141_7715_length_4244_cov_8.0000_1	K00020	1.5e-09
k141_2004_length_9425_cov_10.0000_6	K00020	5.6e-08
k141_9272_length_14436_cov_14.0000_7	K00020	4.2e-07
k141_5075_length_11703_cov_12.0000_4	K00020	1.4e-06
