gene 	 KO 	 Evalue
k141_6837_length_5284_cov_6.8441_5	K00001	5.1e-62
k141_8043_length_3804_cov_6.0000_3	K00001	2.8e-58
k141_3711_length_29388_cov_9.0000_33	K00001	6.1e-24
k141_1001_length_8096_cov_10.0000_1	K00001	3.8e-20
k141_5393_length_22450_cov_8.0000_20	K00001	1.8e-16
k141_5721_length_7562_cov_8.0000_7	K00001	5e-08
k141_3841_length_6702_cov_8.9747_2	K00001	7.6e-06
k141_3947_length_19648_cov_8.0000_9	K00002	3.3e-53
k141_5210_length_5485_cov_7.0000_1	K00002	1.8e-48
k141_3249_length_10665_cov_9.0000_2	K00002	1.4e-13
k141_6856_length_13896_cov_8.0000_4	K00002	5.9e-10
k141_9958_length_2889_cov_8.0000_2	K00002	1.2e-08
k141_3490_length_22187_cov_8.9920_4	K00002	4.2e-06
k141_10328_length_26417_cov_8.0000_4	K00003	1.5e-141
k141_6837_length_5284_cov_6.8441_5	K00004	7.7e-70
k141_8043_length_3804_cov_6.0000_3	K00004	1.5e-35
k141_2306_length_21745_cov_8.0000_4	K00004	2.8e-06
k141_2306_length_21745_cov_8.0000_14	K00004	6.4e-06
k141_5721_length_7562_cov_8.0000_7	K00005	1.8e-12
k141_1001_length_8096_cov_10.0000_1	K00005	1.1e-11
k141_3711_length_29388_cov_9.0000_33	K00005	1.7e-09
k141_3454_length_1629_cov_6.0000_1	K00005	2.1e-09
k141_6837_length_5284_cov_6.8441_5	K00008	4.2e-78
k141_8043_length_3804_cov_6.0000_3	K00008	3.7e-33
k141_2306_length_21745_cov_8.0000_4	K00008	4.3e-06
k141_7729_length_22652_cov_7.9984_15	K00010	6.9e-43
k141_3564_length_8890_cov_9.0000_2	K00010	1.6e-06
k141_3564_length_8890_cov_9.0000_3	K00010	5e-06
k141_11161_length_9263_cov_9.0000_1	K00012	1.1e-08
k141_2306_length_21745_cov_8.0000_4	K00012	7.2e-08
k141_2076_length_8379_cov_6.0000_1	K00013	3.1e-54
k141_5377_length_1703_cov_5.0000_1	K00014	1.4e-25
k141_2306_length_21745_cov_8.0000_14	K00014	1.8e-06
k141_3119_length_16904_cov_7.0000_9	K00015	4.4e-75
k141_10904_length_6025_cov_7.0000_4	K00015	1.3e-58
k141_2641_length_5181_cov_8.0000_4	K00015	2.6e-55
k141_6856_length_13896_cov_8.0000_1	K00015	1.1e-06
k141_3564_length_8890_cov_9.0000_2	K00015	9.6e-06
k141_3119_length_16904_cov_7.0000_4	K00016	4e-128
k141_4193_length_4738_cov_7.0000_6	K00016	1.7e-73
k141_5673_length_6990_cov_6.0000_7	K00016	4.5e-33
k141_3119_length_16904_cov_7.0000_9	K00018	2.6e-70
k141_2641_length_5181_cov_8.0000_4	K00018	8.5e-59
k141_10904_length_6025_cov_7.0000_4	K00018	1.9e-56
k141_1832_length_7087_cov_7.0000_6	K00018	1.5e-06
k141_5823_length_2934_cov_9.9291_3	K00018	1.7e-06
k141_6856_length_13896_cov_8.0000_1	K00018	6.7e-06
k141_4697_length_23526_cov_9.0000_5	K00019	1.2e-47
k141_9075_length_4975_cov_5.0000_1	K00019	4e-19
k141_4627_length_9571_cov_9.0000_2	K00020	5.3e-33
k141_2641_length_5181_cov_8.0000_4	K00020	6.6e-12
k141_3564_length_8890_cov_9.0000_3	K00020	3.8e-10
k141_3564_length_8890_cov_9.0000_2	K00020	1e-09
k141_5124_length_10614_cov_8.0000_4	K00020	3e-09
k141_3119_length_16904_cov_7.0000_9	K00020	4.8e-07
k141_1583_length_6433_cov_8.0000_1	K00022	6.6e-37
k141_4697_length_23526_cov_9.0000_5	K00023	1.2e-61
k141_9075_length_4975_cov_5.0000_1	K00023	5e-17
k141_3119_length_16904_cov_7.0000_4	K00024	8.7e-102
k141_4193_length_4738_cov_7.0000_6	K00024	5.9e-55
k141_5673_length_6990_cov_6.0000_7	K00024	5.6e-31
k141_5693_length_13481_cov_8.0000_6	K00030	6.3e-56
k141_4075_length_6998_cov_8.9743_2	K00031	8.3e-182
k141_5693_length_13481_cov_8.0000_6	K00031	4.5e-50
k141_10904_length_6025_cov_7.0000_4	K00032	2e-51
k141_3119_length_16904_cov_7.0000_9	K00032	1.1e-45
