gene 	 KO 	 Evalue
k115_59312_length_5943_cov_5.0000_5	K00001	8.1e-63
k115_9184_length_2992_cov_4.0000_2	K00001	6.8e-52
k115_30842_length_3976_cov_6.0000_1	K00001	1.3e-50
k115_41067_length_5051_cov_5.0000_5	K00001	7.4e-47
k115_17643_length_1709_cov_5.0000_1	K00001	2.7e-45
k115_21386_length_3551_cov_5.0000_1	K00001	3.5e-37
k115_10282_length_1047_cov_3.0000_1	K00001	1.6e-32
k115_1395_length_2537_cov_4.0000_2	K00001	4.3e-32
k115_15283_length_2075_cov_9.0000_3	K00001	2e-23
k115_26215_length_1710_cov_6.0000_3	K00001	3e-18
k115_52308_length_1296_cov_7.0000_2	K00001	7e-13
k115_22125_length_4395_cov_5.0000_4	K00001	1e-12
k115_8699_length_1896_cov_5.0000_3	K00001	4.1e-11
k115_59312_length_5943_cov_5.0000_1	K00001	9.2e-09
k115_22153_length_2646_cov_4.0000_2	K00001	9.4e-07
k115_50931_length_5720_cov_5.9857_1	K00001	1.9e-06
k115_1255_length_2191_cov_4.0000_2	K00001	3.7e-06
k115_44722_length_1299_cov_4.0000_1	K00001	7e-06
k115_7039_length_4556_cov_5.0000_3	K00003	7.7e-137
k115_33847_length_3869_cov_4.0000_4	K00003	2.7e-08
k115_57374_length_3448_cov_6.0000_3	K00003	7.1e-06
k115_59312_length_5943_cov_5.0000_5	K00004	4.9e-102
k115_9184_length_2992_cov_4.0000_2	K00004	3.2e-100
k115_41067_length_5051_cov_5.0000_5	K00004	1.9e-86
k115_30842_length_3976_cov_6.0000_1	K00004	2.8e-81
k115_21386_length_3551_cov_5.0000_1	K00004	1.1e-73
k115_17643_length_1709_cov_5.0000_1	K00004	7.5e-72
k115_8699_length_1896_cov_5.0000_3	K00004	3.4e-20
k115_52308_length_1296_cov_7.0000_2	K00004	1.2e-18
k115_22153_length_2646_cov_4.0000_2	K00004	4.1e-09
k115_52940_length_2350_cov_4.0000_2	K00004	4.4e-08
k115_56826_length_1085_cov_4.0000_1	K00005	6.9e-59
k115_51289_length_1572_cov_5.9451_2	K00005	3.9e-29
k115_1395_length_2537_cov_4.0000_2	K00005	2.6e-17
k115_10282_length_1047_cov_3.0000_1	K00005	5.7e-15
k115_26215_length_1710_cov_6.0000_3	K00005	3.3e-09
k115_59312_length_5943_cov_5.0000_1	K00005	1.7e-06
k115_15283_length_2075_cov_9.0000_3	K00005	7.8e-06
k115_59312_length_5943_cov_5.0000_5	K00008	2.2e-115
k115_9184_length_2992_cov_4.0000_2	K00008	1.5e-102
k115_41067_length_5051_cov_5.0000_5	K00008	1.8e-92
k115_30842_length_3976_cov_6.0000_1	K00008	6.1e-89
k115_21386_length_3551_cov_5.0000_1	K00008	1.2e-82
k115_17643_length_1709_cov_5.0000_1	K00008	1.8e-76
k115_52308_length_1296_cov_7.0000_2	K00008	2.2e-25
k115_8699_length_1896_cov_5.0000_3	K00008	4e-20
k115_52940_length_2350_cov_4.0000_2	K00008	5.7e-08
k115_192_length_1558_cov_4.0000_1	K00008	1.2e-06
k115_1255_length_2191_cov_4.0000_2	K00008	3.6e-06
k115_55814_length_1183_cov_3.0000_2	K00010	2e-58
k115_45194_length_1800_cov_5.0000_2	K00010	2.2e-52
k115_35096_length_1421_cov_4.0000_1	K00010	2.3e-51
k115_10769_length_1441_cov_3.0000_1	K00010	9.2e-45
k115_57374_length_3448_cov_6.0000_3	K00010	1.7e-41
k115_48768_length_11734_cov_6.0000_1	K00010	2.1e-23
k115_52302_length_1139_cov_3.0000_1	K00010	3.3e-19
k115_16902_length_2912_cov_5.0000_2	K00010	1.7e-06
k115_44598_length_2388_cov_4.0000_3	K00012	1.9e-07
k115_1255_length_2191_cov_4.0000_2	K00012	5.6e-06
k115_50074_length_3616_cov_7.0000_2	K00012	7e-06
k115_16069_length_2228_cov_4.0000_2	K00013	4.4e-98
k115_54277_length_2651_cov_4.8454_3	K00014	6.4e-88
k115_2009_length_2040_cov_6.0000_3	K00014	1.9e-67
k115_29986_length_2314_cov_5.0000_1	K00014	3.2e-07
k115_44722_length_1299_cov_4.0000_1	K00014	1.4e-06
k115_6111_length_1727_cov_5.0000_1	K00014	2e-06
k115_8699_length_1896_cov_5.0000_2	K00014	5.7e-06
k115_58269_length_8201_cov_5.0000_5	K00015	5.4e-102
k115_41067_length_5051_cov_5.0000_3	K00015	2.4e-98
k115_53863_length_4387_cov_6.0000_2	K00015	3.3e-98
k115_33852_length_2124_cov_9.0000_2	K00015	1.9e-93
k115_1419_length_4575_cov_5.0000_2	K00015	5.6e-93
k115_50284_length_3281_cov_5.0000_4	K00015	1.4e-91
k115_19224_length_5600_cov_5.0000_4	K00015	1.3e-89
k115_50284_length_3281_cov_5.0000_2	K00015	2.7e-88
k115_59330_length_5166_cov_5.0000_4	K00015	2.6e-87
k115_44282_length_5710_cov_5.0000_5	K00015	5e-87
k115_55159_length_4048_cov_5.0000_3	K00015	1.6e-84
k115_14951_length_1549_cov_5.0000_1	K00015	2.9e-79
k115_497_length_1113_cov_6.0000_2	K00015	1.1e-57
k115_29799_length_1529_cov_6.0000_1	K00015	9.9e-45
k115_58625_length_1375_cov_5.0000_2	K00015	2.8e-40
k115_27946_length_3646_cov_4.0000_1	K00015	3.9e-29
k115_35829_length_6419_cov_6.0000_8	K00015	6.3e-23
k115_9628_length_1373_cov_3.0000_3	K00015	9.1e-12
k115_16902_length_2912_cov_5.0000_2	K00015	3.3e-07
k115_51289_length_1572_cov_5.9451_1	K00016	4e-95
k115_25955_length_2616_cov_5.0000_2	K00016	7.1e-08
k115_50284_length_3281_cov_5.0000_2	K00018	8.1e-123
k115_19224_length_5600_cov_5.0000_4	K00018	1.6e-122
k115_44282_length_5710_cov_5.0000_5	K00018	2.2e-115
k115_33852_length_2124_cov_9.0000_2	K00018	1.7e-99
k115_41067_length_5051_cov_5.0000_3	K00018	7.2e-97
k115_53863_length_4387_cov_6.0000_2	K00018	3.1e-84
k115_58269_length_8201_cov_5.0000_5	K00018	2.8e-81
k115_55159_length_4048_cov_5.0000_3	K00018	5.6e-79
k115_1419_length_4575_cov_5.0000_2	K00018	8.4e-78
k115_50284_length_3281_cov_5.0000_4	K00018	1.5e-75
k115_59330_length_5166_cov_5.0000_4	K00018	8.7e-74
k115_14951_length_1549_cov_5.0000_1	K00018	5.4e-66
k115_497_length_1113_cov_6.0000_2	K00018	4.9e-47
k115_29799_length_1529_cov_6.0000_1	K00018	4.5e-37
k115_58625_length_1375_cov_5.0000_2	K00018	1.2e-36
k115_35829_length_6419_cov_6.0000_8	K00018	3.1e-26
k115_27946_length_3646_cov_4.0000_1	K00018	5.7e-23
k115_9628_length_1373_cov_3.0000_3	K00018	9.5e-19
k115_41128_length_1404_cov_4.0000_1	K00018	1.1e-08
k115_49138_length_4908_cov_5.0000_3	K00018	5.8e-06
k115_44722_length_1299_cov_4.0000_1	K00018	7.9e-06
k115_49919_length_5449_cov_6.0000_2	K00019	1.4e-63
k115_1866_length_1032_cov_3.0000_1	K00019	8.8e-63
k115_50931_length_5720_cov_5.9857_1	K00019	1.8e-61
k115_53768_length_4530_cov_6.0000_3	K00019	4.1e-58
k115_41067_length_5051_cov_5.0000_6	K00019	3.7e-51
k115_2275_length_1664_cov_6.0000_2	K00019	1.9e-47
k115_30751_length_5564_cov_4.0000_3	K00019	1.2e-46
k115_58269_length_8201_cov_5.0000_6	K00019	1.3e-45
k115_22287_length_1897_cov_4.0000_1	K00019	2.3e-43
k115_8699_length_1896_cov_5.0000_2	K00019	3.6e-41
k115_31311_length_1060_cov_5.0000_1	K00019	1.2e-28
k115_54212_length_1084_cov_4.0000_3	K00019	1.3e-19
k115_36571_length_3133_cov_5.0000_2	K00019	7.7e-18
k115_44227_length_2679_cov_4.0000_1	K00019	2.7e-13
k115_7387_length_2156_cov_4.0000_1	K00019	8.3e-06
k115_46245_length_2321_cov_4.0000_2	K00020	1.8e-90
k115_58269_length_8201_cov_5.0000_9	K00020	7.6e-28
k115_33039_length_1278_cov_6.0000_1	K00020	9.9e-24
k115_28319_length_5901_cov_4.0000_10	K00020	1e-18
k115_10285_length_3700_cov_5.0000_3	K00020	1.8e-10
k115_16902_length_2912_cov_5.0000_2	K00020	1.4e-08
k115_44598_length_2388_cov_4.0000_3	K00020	8.4e-08
k115_14951_length_1549_cov_5.0000_1	K00020	5.4e-07
k115_10990_length_3338_cov_7.0000_2	K00020	5.8e-07
k115_32997_length_1690_cov_2.0000_1	K00020	6.8e-07
k115_29799_length_1529_cov_6.0000_1	K00020	1.8e-06
k115_371_length_4406_cov_6.0000_3	K00020	1.9e-06
k115_1255_length_2191_cov_4.0000_2	K00020	3.1e-06
